Product,SKU,Date,Revenue,CMGR,Period,%Total Revenue,Average Revenue
UNSWEETENED ALMOND MILK,281046,2015-04-09,630.0,39.15346570354388,12.0,0.02275373905241317,120.03709832654123
VANILLA CAKE MIX ( GLUTEN FREE ) 539G - 539G,GLUTENFREEVANILLACAKEMIX,2015-04-09,225.0,7.649664126591116,13.0,0.008126335375861847,120.03709832654123
VANILLA COOKIES (GLUTEN FREE),281098,2015-04-09,80.0,4.753385601472959,11.0,0.002889363689195323,120.03709832654123
VANILLA CREAM BISCUITS (GLUTEN FREE),281097,2015-04-09,72.0,19.639577571602395,12.0,0.002600427320275791,120.03709832654123
VEAL CUTLETS (CHEMICAL FREE) - FROZEN,151013,2015-04-09,90.0,14.043476220754814,12.0,0.0032505341503447386,120.03709832654123
VEAL LIVER (CHEMICAL FREE) - FROZEN,151015,2015-04-09,74.0,12.559977309885383,12.0,0.002672661412505674,120.03709832654123
WAFER WITH CHOCOLATE ( GLUTEN FREE ),301021,2015-04-09,48.0,5.946309435929531,12.0,0.0017336182135171939,120.03709832654123
WATERCRESS,341046,2015-04-09,14.0,13.108252310461266,12.0,0.0005056386456091816,120.03709832654123
WHEAT GERM MIRACLE,171002,2015-04-09,102.0,22.81950083773008,12.0,0.003683938703724037,120.03709832654123
WHEY PROTEIN (PURE),281067,2015-04-09,994.0,20.49601307711537,12.0,0.03590034383825189,120.03709832654123
WHOLE CHICKEN 1KG - 1KG,80005,2015-04-09,42.0,4.447647797188536,12.0,0.0015169159368275445,120.03709832654123
WHOLE MEAL FLOUR,131001,2015-04-09,30.0,12.486934727045472,12.0,0.0010835113834482461,120.03709832654123
WILD RICE CAKES (ORGANIC) - GLUTEN FREE,281109,2015-04-09,84.0,20.368212465425973,12.0,0.003033831873655089,120.03709832654123
YELLOW CARROT ( CHEMICAL FREE ),461032,2015-04-09,420.0,11.724494337948244,12.0,0.015169159368275446,120.03709832654123
ZUCCHINI ( CHEMICAL FREE ),461033,2015-04-09,264.0,21.391847460549783,12.0,0.009534900174344565,120.03709832654123
ALL PURPOSE BAKING FLOUR ( GLUTEN FREE ),ALLPURPOSEBAKINGFLOURGLUTENFREE,2015-04-16,120.0,11.63135559835835,14.0,0.0043340455337929846,120.03709832654123
ALMOND BISCOTTI (GLUTEN FREE) - TRACES OF GLUTEN,ALMONDBISCUTIS(GLUTEN FREE),2015-04-16,20.0,3.436608313191658,12.0,0.0007223409222988308,120.03709832654123
ALMOND MEAL FLOUR,281082,2015-04-16,630.0,31.969385190217814,12.0,0.02275373905241317,120.03709832654123
ANIMAL SHAPED BISCUITS ( GLUTEN FREE ),301001,2015-04-16,58.0,10.50315033964666,11.0,0.0020947886746666092,120.03709832654123
APPLE CIDER VINEGAR ( ORGANIC ),281052,2015-04-16,35.0,17.66976479146143,12.0,0.001264096614022954,120.03709832654123
APRICOT JAM (NATURAL),241001,2015-04-16,60.0,7.316063087694524,12.0,0.0021670227668964923,120.03709832654123
ARUGULA(CHEMICAL FREE),501001,2015-04-16,130.9,19.307622804814727,12.0,0.004727721336445848,120.03709832654123
AUBERGENE (ROUMY) - CHEMICAL FREE,461001,2015-04-16,9.0,24.220845441377193,12.0,0.00032505341503447386,120.03709832654123
AVOCADOS (IMPORTED),20002,2015-04-16,1104.0,17.113453884094355,12.0,0.03987321891089546,120.03709832654123
BABY ONIONS,20003,2015-04-16,52.0,2.2019321327377606,12.0,0.00187808639797696,120.03709832654123
BABY SPINACH,341004,2015-04-16,59.2,13.565631147079827,12.0,0.002138129130004539,120.03709832654123
BABY SPINACH(CHEMICAL FREE),501003,2015-04-16,550.3500000000004,13.283369437400916,12.0,0.01987701632935809,120.03709832654123
BALADY BREAD (WHOLE GRAIN),321001,2015-04-16,30.0,15.155125374078793,12.0,0.0010835113834482461,120.03709832654123
BALADY EGGS ( CHEMICAL FREE ),461002,2015-04-16,814.0,13.395251759587579,12.0,0.029399275537562414,120.03709832654123
BALADY EGGS (CHEMICAL FREE),EGGCHEMICALFREE,2015-04-16,116.19999999999999,4.348784793451377,12.0,0.004196800758556206,120.03709832654123
BALADY WHOLE CHICKEN(CHEMICAL FREE),501005,2015-04-16,3640.0,15.365763503773433,12.0,0.1314660478583872,120.03709832654123
BANANAS (CHEMICAL FREE),50001,2015-04-16,80.0,8.20468712686344,12.0,0.002889363689195323,120.03709832654123
BASMATI RICE ( WHITE ),441001,2015-04-16,75.0,16.627964376404837,12.0,0.0027087784586206152,120.03709832654123
BEE POLLEN GRANULES,281005,2015-04-16,44.0,32.66789545241669,11.0,0.0015891500290574278,120.03709832654123
BEEF CUBES (CHEMICAL FREE) - FROZEN,151001,2015-04-16,870.0,21.724867317392672,12.0,0.03142183011999914,120.03709832654123
BEEF ESCALOPE (CHEMICAL FREE) - FROZEN,151002,2015-04-16,348.0,13.220431299784853,12.0,0.012568732047999655,120.03709832654123
BEEF STRIPS (CHEMICAL FREE) - FROZEN,151009,2015-04-16,896.0,14.691777982538134,12.0,0.03236087331898762,120.03709832654123
BEETROOT(CHEMICAL FREE),501006,2015-04-16,112.75,6.706819669001751,12.0,0.004072196949459659,120.03709832654123
BENCH PRESS OATS WITH APPLE AND CINNAMON ( WITH WHEY PROTEIN ),221001,2015-04-16,696.0,11.745465626778383,12.0,0.02513746409599931,120.03709832654123
BENTONITE CLAY SOAP,541002,2015-04-16,75.0,17.080436615513662,11.0,0.0027087784586206152,120.03709832654123
BLUE AGAVE SYRUP (RAW) - ORGANIC,281095,2015-04-16,62.0,37.33072394983359,12.0,0.0022392568591263753,120.03709832654123
BODY BUTTER WITH WHITE MUSK AND BROWN SUGAR,261002,2015-04-16,90.0,7.131823026615947,12.0,0.0032505341503447386,120.03709832654123
BODY LOTION WITH GREEN TEA & LEMON GRASS,261003,2015-04-16,240.0,12.009635489333625,12.0,0.008668091067585969,120.03709832654123
BODY SCRUB WITH COFFEE & VANILLA (ANTI-CELLULITE),261007,2015-04-16,210.0,7.804864592886895,11.0,0.007584579684137723,120.03709832654123
BREAD MIX (HEARTLY WHOLE GRAIN),281073,2015-04-16,156.0,9.871496866384488,11.0,0.00563425919393088,120.03709832654123
BROCCOLI,341007,2015-04-16,35.0,10.05669600559338,12.0,0.001264096614022954,120.03709832654123
BROCCOLI(CHEMICAL FREE),501007,2015-04-16,275.0,22.450278528994016,12.0,0.009932187681608922,120.03709832654123
BROWN RICE ( EGYPTIAN ),291003,2015-04-16,112.0,30.619121941009,12.0,0.004045109164873452,120.03709832654123
BROWN RICE CAKES (ORGANIC) - GLUTEN FREE,281110,2015-04-16,84.0,29.38042003096868,12.0,0.003033831873655089,120.03709832654123
BROWN RICE CAKES WITH FLAX AND TAMARI (ORGANC) - GLUTEN FREE,281111,2015-04-16,126.0,27.93946977977402,12.0,0.004550747810482634,120.03709832654123
BROWN RICE FLOUR ( GLUTEN FREE ),281007,2015-04-16,200.0,25.591445809991487,12.0,0.007223409222988308,120.03709832654123
BROWN RICE PENNE ( AMERICAN ) - GLUTEN FREE - ORGANIC 340G,281008,2015-04-16,180.0,26.875890671176617,12.0,0.006501068300689477,120.03709832654123
BROWN RICE SPAGHETTI ( AMERICAN )  - GLUTEN FREE - ORGANIC 284G,281010,2015-04-16,180.0,10.66819197003217,12.0,0.006501068300689477,120.03709832654123
BROWN SUGAR 750G 750G - 500G,291004,2015-04-16,78.0,7.390926488609817,12.0,0.00281712959696544,120.03709832654123
BRUSSELS SPROUTS,341009,2015-04-16,117.0,11.234645773012675,12.0,0.00422569439544816,120.03709832654123
BUCKWHEAT ( HULLED ) - ORGANIC 454G,281053,2015-04-16,35.0,15.173439776107923,11.0,0.001264096614022954,120.03709832654123
BULGUR (GOLDEN),281063,2015-04-16,62.0,14.352983608292025,12.0,0.0022392568591263753,120.03709832654123
CAMEL MILK (FROZEN),90001,2015-04-16,182.0,32.25430644997649,12.0,0.00657330239291936,120.03709832654123
CARAMEL COOKIES (ANIMAL SHAPED) - GLUTEN FREE,281099,2015-04-16,46.0,35.98938172877042,12.0,0.0016613841212873108,120.03709832654123
CARDAMOMS,431004,2015-04-16,28.0,16.443683388935625,12.0,0.001011277291218363,120.03709832654123
CAYENNE PEPPER,431005,2015-04-16,107.80000000000001,30.268951310030513,12.0,0.0038934175711906986,120.03709832654123
CELERY SALT,CELERYSALT,2015-04-16,54.6,15.2309968016628,25.0,0.001971990717875808,120.03709832654123
CELERY(CHEMICAL FREE),501009,2015-04-16,50.400000000000006,8.709898716269503,12.0,0.001820299124193054,120.03709832654123
CHIA SEEDS (ORGANIC),221002,2015-04-16,588.0,11.732363645991395,12.0,0.021236823115585626,120.03709832654123
CHICKEN BREASTS 1KG - 1KG,80001,2015-04-16,2464.0,5.5807799880191356,12.0,0.08899240162721596,120.03709832654123
CHICKEN CUTLETS (SHISHTAWOOK) - 1KG,80002,2015-04-16,162.0,3.2987817998530122,12.0,0.0058509614706205295,120.03709832654123
CHICKEN DRUMSTICKS,80003,2015-04-16,75.0,11.492242785139162,12.0,0.0027087784586206152,120.03709832654123
CHICKEN LIVER,80004,2015-04-16,96.0,13.341868263873756,12.0,0.0034672364270343877,120.03709832654123
CHILLI FLAKES,431006,2015-04-16,56.25,12.888184698698012,12.0,0.0020315838439654618,120.03709832654123
CHIVES,341010,2015-04-16,42.8,12.678633133003437,12.0,0.001545809573719498,120.03709832654123
CHOCOLATE BISCUTIS (GLUTEN FREE) - TRACES OF GLUTEN,CHOCOLATEBISCUTIS(GLUTEN FREE),2015-04-16,18.0,5.711120672605263,12.0,0.0006501068300689477,120.03709832654123
CIOCCOLINI ( GLUTEN FREE ),301004,2015-04-16,306.0,1.3094154962957516,11.0,0.01105181611117211,120.03709832654123
COCONUT OIL (ORGANIC) - FOR COOKING,101001,2015-04-16,1628.0,16.277386877585243,12.0,0.05879855107512483,120.03709832654123
COLORED BEET,341011,2015-04-16,21.6,7.379733519680598,12.0,0.0007801281960827372,120.03709832654123
COLORED BELL PEPPER (CHEMICAL FREE),141003,2015-04-16,108.0,25.03436840037956,12.0,0.0039006409804136864,120.03709832654123
COOKIES WITH WHEAT GERM,171001,2015-04-16,57.0,7.581933168202015,12.0,0.0020586716285516675,120.03709832654123
CORIANDER(CHEMICAL FREE),501011,2015-04-16,27.5,7.934843806377612,12.0,0.0009932187681608922,120.03709832654123
COW MILK (CHEMICAL FREE) - FROZEN,121001,2015-04-16,72.0,3.436608313191658,12.0,0.002600427320275791,120.03709832654123
CUCUMBER ( CHEMICAL FREE ),461006,2015-04-16,196.0,7.510660121624824,12.0,0.0070789410385285415,120.03709832654123
CURLY FRISE LETTUCE,341014,2015-04-16,24.7,13.141271830870682,12.0,0.000892091039039056,120.03709832654123
DATE JAM WITH ALMONDS & CLOVES (NATURAL),241003,2015-04-16,300.0,3.754823579391897,11.0,0.010835113834482461,120.03709832654123
DILL (CHEMICAL FREE),501014,2015-04-16,33.0,15.5132656297871,12.0,0.0011918625217930707,120.03709832654123
DRIED APPLE ( CHEMICAL FREE ),351001,2015-04-16,140.0,8.259789348082535,11.0,0.005056386456091816,120.03709832654123
DRIED APRICOTS ( CHEMICAL FREE ),351002,2015-04-16,60.0,11.745024787583858,11.0,0.0021670227668964923,120.03709832654123
DRIED APRICOTS 250G,40002,2015-04-16,45.5,20.13026991812299,12.0,0.00164332559822984,120.03709832654123
DRIED BANANA (CHEMICAL FREE),351003,2015-04-16,128.0,28.234235801338038,12.0,0.004622981902712517,120.03709832654123
DRIED BLUEBERRIES 250G,40003,2015-04-16,192.0,13.187749873556132,12.0,0.0069344728540687755,120.03709832654123
DRIED CRANBERRY 200G,40004,2015-04-16,265.0,14.215949526019745,12.0,0.009571017220459508,120.03709832654123
DRIED DATES ( CHEMICAL FREE ),351006,2015-04-16,285.0,9.86282508235048,11.0,0.010293358142758339,120.03709832654123
DRIED MANGO (CHEMICAL FREE),351012,2015-04-16,35.0,34.36501799259497,12.0,0.001264096614022954,120.03709832654123
DRIED SOUP MIX (CHEMICAL FREE),351018,2015-04-16,54.0,8.839989226954259,11.0,0.0019503204902068432,120.03709832654123
DRIED STRAWBERRIS ( CHEMICAL FREE ),351019,2015-04-16,120.0,37.078971262765734,12.0,0.0043340455337929846,120.03709832654123
DRIED TURKISH FIGS 250G,40007,2015-04-16,12.0,9.684876903420836,12.0,0.00043340455337929847,120.03709832654123
DUCK(CHEMICAL FREE),501015,2015-04-16,900.0,22.557247218326083,12.0,0.03250534150344739,120.03709832654123
FENNEL,341015,2015-04-16,14.0,15.264850358048676,12.0,0.0005056386456091816,120.03709832654123
FLAX OIL,281023,2015-04-16,69.0,27.496921200767964,12.0,0.002492076181930966,120.03709832654123
FLAX SEEDS ( EGYPTIAN ) 250G,291005,2015-04-16,10.5,7.934843806377612,12.0,0.00037922898420688614,120.03709832654123
FLOUR & YEAST MIX ( GLUTEN FREE ),301010,2015-04-16,33.0,8.68669042424839,11.0,0.0011918625217930707,120.03709832654123
FOOT SPRAY (NATURAL),421001,2015-04-16,35.0,13.431252219546263,11.0,0.001264096614022954,120.03709832654123
FRENCH PARSLEY,501016,2015-04-16,35.0,25.99210498948732,12.0,0.001264096614022954,120.03709832654123
FRESH GINGER (IMPORTED),20009,2015-04-16,110.5,12.312989239371962,12.0,0.00399093359570104,120.03709832654123
GARLIC POWDER,431012,2015-04-16,28.0,15.60447383000334,11.0,0.001011277291218363,120.03709832654123
GINGER COOKIES (GLUTEN FREE) - TRACES OF GLUTEN,GINGECAKE(GLUTEN FREE),2015-04-16,20.0,9.418028086145736,13.0,0.0007223409222988308,120.03709832654123
GINGER JAM (NATURAL),241004,2015-04-16,120.0,9.587269113524432,12.0,0.0043340455337929846,120.03709832654123
"GOAT, SHEEP, AND COW MILK MIXED CHEESE",331001,2015-04-16,60.0,10.553686429902175,12.0,0.0021670227668964923,120.03709832654123
GOJI BERRIES,5060128010010,2015-04-16,128.0,12.205188066457628,13.0,0.004622981902712517,120.03709832654123
GRANOLA BARS (BLUEBERRY),281094,2015-04-16,216.0,4.753385601472959,11.0,0.007801281960827373,120.03709832654123
GRANOLA BARS (DARK CHOCOLATE),281091,2015-04-16,108.0,6.504108943996267,11.0,0.0039006409804136864,120.03709832654123
GRANOLA BARS (FRUIT MIX),281093,2015-04-16,216.0,5.4888581454047625,11.0,0.007801281960827373,120.03709832654123
GRANOLA BARS (TRAIL MIX),281092,2015-04-16,162.0,14.352983608292025,12.0,0.0058509614706205295,120.03709832654123
GRANOLA WITH FRUITS AND SEEDS  ( GLUTEN FREE ),221004,2015-04-16,208.0,5.733769023647639,12.0,0.00751234559190784,120.03709832654123
GREAN TEA WITH ROSE HIPS & PETALS (ORGANIC),281107,2015-04-16,152.0,32.76800756460929,12.0,0.005489791009471114,120.03709832654123
GREEN APPLES (FRENCH) - IMPORTED,20010,2015-04-16,320.0,14.108925723613929,12.0,0.011557454756781292,120.03709832654123
GREEN BEANS (CHEMICAL FREE),141005,2015-04-16,32.0,4.659842372533696,12.0,0.0011557454756781292,120.03709832654123
GREEN BEANS (FRENCH),341017,2015-04-16,51.300000000000004,19.267203494171703,11.0,0.0018528044656965009,120.03709832654123
GREEN COFFEE (NATURAL WEIGHT LOSS),40010,2015-04-16,88.0,19.14707439510954,12.0,0.0031783000581148556,120.03709832654123
GREEN ICEBERG LETTUCE,341019,2015-04-16,59.4,9.995365772440067,12.0,0.0021453525392275273,120.03709832654123
HAIR CONDITIONER WITH ARGAN OIL,261017,2015-04-16,60.0,13.964634792503317,12.0,0.0021670227668964923,120.03709832654123
HAIR SERUM (ANTI-FRIZZ),261017,2015-04-16,60.0,9.587269113524432,12.0,0.0021670227668964923,120.03709832654123
HONEY SOAP,541001,2015-04-16,50.0,11.848813681611992,12.0,0.001805852305747077,120.03709832654123
ICEBERG LETTUCE(CHEMICAL FREE),501019,2015-04-16,40.15,13.047680802012064,12.0,0.0014500994015149028,120.03709832654123
ITALIAN BASIL,341020,2015-04-16,28.0,11.96731173112424,12.0,0.001011277291218363,120.03709832654123
KALE,KALEMAK,2015-04-16,159.6,6.756511078974947,14.0,0.00576428055994467,120.03709832654123
KALE (CHEMICAL FREE),501020,2015-04-16,295.10000000000014,20.952089943845785,12.0,0.010658140308519254,120.03709832654123
KIWI,20013,2015-04-16,62.800000000000004,22.312035880867786,12.0,0.0022681504960183284,120.03709832654123
LEMON GRASS,341022,2015-04-16,21.0,7.568291334794286,12.0,0.0007584579684137723,120.03709832654123
LEMON(CHEMICAL FREE),461012,2015-04-16,51.95,5.522571461439596,11.0,0.001876280545671213,120.03709832654123
LOLLA ROSSA,341024,2015-04-16,116.0,24.535911015772793,12.0,0.0041895773493332185,120.03709832654123
LOLLA ROSSA LETTUCE(CHEMICAL FREE),501022,2015-04-16,72.88999999999999,6.253587119438175,12.0,0.002632571491318088,120.03709832654123
MANGO JAM (NATURAL),241006,2015-04-16,120.0,8.959015189682873,12.0,0.0043340455337929846,120.03709832654123
MANUKA HONEY,281090,2015-04-16,200.0,10.32068422862531,12.0,0.007223409222988308,120.03709832654123
MAPLE SYRUP (ORGANIC),281102,2015-04-16,960.0,33.36146227289403,12.0,0.034672364270343876,120.03709832654123
MEDJOUL DATES,40011,2015-04-16,108.0,14.048565678516578,12.0,0.0039006409804136864,120.03709832654123
MELON,MELONAGROVATE,2015-04-16,112.5,7.2858966129284,14.0,0.0040631676879309235,120.03709832654123
MESCLUN,341026,2015-04-16,35.0,17.19704228823804,12.0,0.001264096614022954,120.03709832654123
MIXED NUTS (HONEYMOON MIX),40012,2015-04-16,177.0,11.566659923517264,11.0,0.0063927171623446525,120.03709832654123
MIXED NUTS (TRAIL MIX),40013,2015-04-16,116.0,16.087529396831023,12.0,0.0041895773493332185,120.03709832654123
MORINGA LEAVES - DRIED ( ORGANIC ),551001,2015-04-16,99.0,10.32068422862531,12.0,0.0035755875653792125,120.03709832654123
MORINGA POWDER (ORGANIC ),551002,2015-04-16,106.0,5.494414652879209,12.0,0.0038284068881838033,120.03709832654123
MUESLI WITH BRANBERRY AND STRAWBERRIES ( ORGANIC ),221005,2015-04-16,42.0,12.356957180636186,12.0,0.0015169159368275445,120.03709832654123
"MUESLI WITH MIXED BERRIES, OAT FLAKES, AND SEEDS (ORGANIC)",5016786150001,2015-04-16,68.0,13.742554865273583,13.0,0.002455959135816025,120.03709832654123
"MUESLI WITH QUINOA, AMARANTH, APPLE, SEEDS AND NUTS ( GLUTEN FREE )",221009,2015-04-16,272.0,10.478552162358135,12.0,0.0098238365432641,120.03709832654123
MULTIGRAIN BUNNS (4 SMALL BUNNS),401001,2015-04-16,210.0,10.563379446127419,12.0,0.007584579684137723,120.03709832654123
MUSHROOM,20015,2015-04-16,120.0,23.688561022676602,12.0,0.0043340455337929846,120.03709832654123
NATURAL DEODORANT (STICK),NATURALDEODRANT(STICK),2015-04-16,65.0,13.353354314079535,12.0,0.0023476079974712,120.03709832654123
NATURAL SPROUTED WHEAT FLOUR,541001,2015-04-16,165.0,4.77391465937318,12.0,0.005959312608965354,120.03709832654123
NUTRITIONAL YEAST (GLUTEN FREE),281072,2015-04-16,204.0,17.942420863550957,11.0,0.007367877407448074,120.03709832654123
OAK LEAF LETTUCE,341028,2015-04-16,13.0,7.934843806377612,12.0,0.00046952159949424,120.03709832654123
OATS WITH MACA AND COCOA (ORGANIC) – SUPER FOOD,221013,2015-04-16,544.0,2.9670053490731707,12.0,0.0196476730865282,120.03709832654123
OATS WITH SPIRULINA AND BARLEY GRASS (ORGANIC) – SUPER FOOD,221014,2015-04-16,408.0,4.180066865883347,12.0,0.014735754814896147,120.03709832654123
OLIVE OIL (EXTRA VIRGIN),241007,2015-04-16,90.0,6.880618218997481,12.0,0.0032505341503447386,120.03709832654123
ORANGES,20017,2015-04-16,82.6,10.92068770633665,12.0,0.002983268009094171,120.03709832654123
OREO - CHOCOLATE VANILLA (GLUTEN FREE),281096,2015-04-16,108.0,14.352983608292025,12.0,0.0039006409804136864,120.03709832654123
ORGANIC CRACKERS,201003,2015-04-16,132.0,9.326244608521828,11.0,0.004767450087172283,120.03709832654123
PAK CHOI,341029,2015-04-16,78.4,11.74856731383953,12.0,0.0028315764154114168,120.03709832654123
PARSELY(CHEMICAL FREE),PARSELYCHEMICALFREE,2015-04-16,55.0,9.511694330206556,14.0,0.0019864375363217845,120.03709832654123
PEARS (AMERICAN) - IMPORTED,20019,2015-04-16,370.8,17.41113993373129,12.0,0.013392200699420322,120.03709832654123
PENNE (GLUTEN FREE ) - DR SCHAR,301016,2015-04-16,100.0,12.997414929534035,12.0,0.003611704611494154,120.03709832654123
PINK GRAPFRUIT,20020,2015-04-16,182.4,12.004945908310404,12.0,0.006587749211365337,120.03709832654123
PIZZA CRUST,281079,2015-04-16,52.0,29.860574445877663,12.0,0.00187808639797696,120.03709832654123
POTATOES( CHEMICAL FREE),461023,2015-04-16,154.56,6.264209551604694,12.0,0.0055822506475253645,120.03709832654123
PSYLLIUM HUSK,291011,2015-04-16,251.0,26.26337906573848,12.0,0.009065378574850326,120.03709832654123
PUMPKIN JAM (NATURAL),241010,2015-04-16,60.0,10.50315033964666,11.0,0.0021670227668964923,120.03709832654123
PURE OATS ( GLUTEN FREE ),221015,2015-04-16,552.0,13.294879352060107,12.0,0.01993660945544773,120.03709832654123
PURPLE SUPERBERRY JUICE,361006,2015-04-16,29.0,11.060895936565874,12.0,0.0010473943373333046,120.03709832654123
QUINOA (CHEMICAL FREE) - LOCAL,231001,2015-04-16,336.0,30.471843999963255,12.0,0.012135327494620356,120.03709832654123
QUINOA - RED (BOLIVIA),40029,2015-04-16,144.0,9.587269113524432,12.0,0.005200854640551582,120.03709832654123
QUINOA - WHITE (BOLIVIA),40028,2015-04-16,72.0,1.841020669577964,11.0,0.002600427320275791,120.03709832654123
QUINOA FLOUR (GLUTEN FREE),281069,2015-04-16,168.0,8.68669042424839,11.0,0.006067663747310178,120.03709832654123
QUINOA PASTA (PENNE) - GLUTEN FREE,40023,2015-04-16,330.0,33.3941163049652,12.0,0.011918625217930709,120.03709832654123
QUINOA SOUP WITH LENTIL,40025,2015-04-16,50.0,14.727345519943636,12.0,0.001805852305747077,120.03709832654123
RAW ALMONDS (SHELLED) 250G,40017,2015-04-16,190.0,8.807175018908286,12.0,0.006862238761838892,120.03709832654123
RAW CASHEW 250G,40018,2015-04-16,190.0,9.425750899744223,12.0,0.006862238761838892,120.03709832654123
RAW MILLED LINSEEDS (FLAX SEED MEAL ) - ORGANIC,221016,2015-04-16,40.0,21.76638462566247,12.0,0.0014446818445976615,120.03709832654123
RAW PISTACHIO 250G,40020,2015-04-16,60.0,25.091910569287034,12.0,0.0021670227668964923,120.03709832654123
RAW SUNFLOWER SEED ( SHELLED ) 566G,281034,2015-04-16,124.0,39.787396285912635,12.0,0.004478513718252751,120.03709832654123
RAW SUNFLOWER SEED ( SHELLED ) 567G,281034,2015-04-16,186.0,0.0,11.0,0.006717770577379126,120.03709832654123
RAW WALNUT (SHELLED) 250G,40021,2015-04-16,144.0,8.415162572381195,12.0,0.005200854640551582,120.03709832654123
RED  SUPERBERRY JUICE,361007,2015-04-16,29.0,0.7974140428903764,12.0,0.0010473943373333046,120.03709832654123
RED APPLES (AMERICAN),20022,2015-04-16,207.2,32.60089552472702,12.0,0.007483451955015887,120.03709832654123
RED ASPARAGUS,341030,2015-04-16,234.0,5.4888581454047625,11.0,0.00845138879089632,120.03709832654123
RED CABBAGE(CHEMICAL FREE),REDCABBAGECHEMICALFREE,2015-04-16,31.9,30.100019690313438,14.0,0.001152133771066635,120.03709832654123
RED GRAPES (IMPORTED),20023,2015-04-16,225.0,10.638088947364356,12.0,0.008126335375861847,120.03709832654123
RED PLUMS (IMPORTED),20025,2015-04-16,192.5,29.4369491827974,12.0,0.0069525313771262465,120.03709832654123
RED RADISH(CHEMICAL FREE),REDRADISHCHEMICALFREE,2015-04-16,100.10000000000001,11.250509246317186,14.0,0.003615316316105648,120.03709832654123
RED SWISS CHARD(CHEMICAL FREE),REDSWISSCHARDCHEMICALFREE,2015-04-16,20.35,14.793630753221132,14.0,0.0007349818884390604,120.03709832654123
ROQUETTE,341035,2015-04-16,54.5,9.90898141705754,12.0,0.001968379013264314,120.03709832654123
SALAD FLOWERS,SALADFLOWERSMAK,2015-04-16,110.0,10.408951367381224,14.0,0.003972875072643569,120.03709832654123
SALMON STEAK,SALMONSTEAK,2015-04-16,1302.0,15.291683531572575,29.0,0.047024394041653886,120.03709832654123
SCANDINAVIAN TWISTED BAGUETTE (TORDU),401004,2015-04-16,13.0,15.31844958953046,12.0,0.00046952159949424,120.03709832654123
SEA SALT ( POTUGESE ) - FINE GRIND 453G - 453G,FINEGRINDPORTUGESESEASALT,2015-04-16,390.0,25.31631188616348,12.0,0.0140856479848272,120.03709832654123
SEEDS SPROUTS,341040,2015-04-16,7.0,10.32068422862531,12.0,0.0002528193228045908,120.03709832654123
SHORT GRAIN BROWN RICE ( ORGANIC ) - ECO FARMED,281039,2015-04-16,70.0,50.57110843720898,12.0,0.002528193228045908,120.03709832654123
SKINNY OATS WITH BERRIES AND GREEN TEA EXTRACT  ( FOR WEIGHT LOSS ),221018,2015-04-16,1032.0,4.3821711035028965,12.0,0.03727279159061967,120.03709832654123
SMELLING FRESH DEODRANT,261024,2015-04-16,45.0,27.8094011827962,12.0,0.0016252670751723693,120.03709832654123
SMOKED SALMON (FROZEN),10001,2015-04-16,395.0,9.585801089366907,12.0,0.014266233215401908,120.03709832654123
"SORGHUM FLOUR (WHITE, SWEET)",281081,2015-04-16,84.0,6.504108943996267,11.0,0.003033831873655089,120.03709832654123
SOYA MILK WITH VANILLA,161011,2015-04-16,10.0,2.426318074098921,12.0,0.0003611704611494154,120.03709832654123
SPAGHETTI ( GLUTEN FREE ) - DR SCHAR,301018,2015-04-16,50.0,5.4888581454047625,11.0,0.001805852305747077,120.03709832654123
SPANISH EXTRA VIRGIN OLIVE OIL ( ORGANIC ) 473G,281041,2015-04-16,170.0,40.54504441143432,12.0,0.006139897839540062,120.03709832654123
SPELT & RYE CRACKERS (MIXED SEEDS),401006,2015-04-16,42.0,25.8030644980487,12.0,0.0015169159368275445,120.03709832654123
SPINACH(CHEMICAL FREE),501034,2015-04-16,43.099999999999994,21.017938597563646,12.0,0.00155664468755398,120.03709832654123
SPRING ONION (CHEMICAL FREE),141008,2015-04-16,88.9,20.171257915156325,12.0,0.003210805399618303,120.03709832654123
SPROUTS,341042,2015-04-16,61.099999999999994,9.708294912520522,12.0,0.002206751517622928,120.03709832654123
STAWBERRY JAM (NATURAL),241011,2015-04-16,180.0,8.516903890614236,12.0,0.006501068300689477,120.03709832654123
STEEL CUT OATS,281076,2015-04-16,66.0,25.99210498948732,12.0,0.0023837250435861414,120.03709832654123
STEVIA,STEVIA-1,2015-04-16,420.0,6.683196150071957,14.0,0.015169159368275446,120.03709832654123
SUCRINE LETTUCE,341043,2015-04-16,70.30000000000001,0.0,11.0,0.0025390283418803903,120.03709832654123
SWEET ORANGES,20028,2015-04-16,49.0,18.623872837447287,12.0,0.0017697352596321354,120.03709832654123
SWEET PINEAPPLES,20030,2015-04-16,151.2,26.31742434648652,12.0,0.00546089737257916,120.03709832654123
SWEET POTATOES (CHEMICAL FREE),141009,2015-04-16,180.0,21.435828177487014,12.0,0.006501068300689477,120.03709832654123
SWISS CHARD(CHEMICAL FREE),SWISSCHARDCHEMICALFREE,2015-04-16,25.85,5.50204813089834,14.0,0.0009336256420712388,120.03709832654123
TAMARI SOY SAUCE (ORGANIC),281105,2015-04-16,104.0,33.295349068876234,12.0,0.00375617279595392,120.03709832654123
THYME,341045,2015-04-16,8.0,22.109462349865527,11.0,0.0002889363689195323,120.03709832654123
TOAST ( GLUTEN FREE ),301019,2015-04-16,75.0,10.076433506636029,11.0,0.0027087784586206152,120.03709832654123
